pipeline,attack_type,key_id,target_sbox,target_sbox_index,injection_checkpoint,key_guess,key_guess_hex,sample_count,sei,chi,llr_known_model
sefa_random_raw,SEFA,0,S5,5,3000,2,2,1359,0.0005473755482892508,11.90213392200147,-inf
sefa_random_raw,SEFA,0,S5,5,3000,3,3,1359,0.0006502516946137839,14.139072847682119,-inf
sefa_random_raw,SEFA,0,S5,5,3000,4,4,1359,0.00057011659116099,12.396615158204566,-inf
sefa_random_raw,SEFA,0,S5,5,3000,5,5,1359,0.0011299794085271328,24.570272259013976,-inf
sefa_random_raw,SEFA,0,S5,5,3000,6,6,1359,0.0004022660366314885,8.746872700515086,-inf
sefa_random_raw,SEFA,0,S5,5,3000,7,7,1359,0.0005874431000156483,12.773362766740258,-inf
sefa_random_raw,SEFA,0,S5,5,3000,8,8,1359,0.0012133632323901755,26.383370125091975,-inf
sefa_random_raw,SEFA,0,S5,5,3000,9,9,1359,0.0006350909993659581,13.809418690213393,-inf
sefa_random_raw,SEFA,0,S5,5,3000,10,a,1359,0.0008040244606988751,17.48270787343634,-inf
sefa_random_raw,SEFA,0,S5,5,3000,11,b,1359,0.0007574594681519813,16.470198675496682,-inf
sefa_random_raw,SEFA,0,S5,5,3000,12,c,1359,0.0006134328632976353,13.338484179543782,-inf
sefa_random_raw,SEFA,0,S5,5,3000,13,d,1359,0.0003957685958109915,8.605592347314198,-inf
sefa_random_raw,SEFA,0,S5,5,3000,14,e,1359,0.0011397255697578783,24.782192788815305,-inf
sefa_random_raw,SEFA,0,S5,5,3000,15,f,1359,0.000799692833485211,17.38852097130243,-inf
sefa_random_raw,SEFA,0,S5,5,4000,0,0,1822,0.0005102142252093875,14.873765093304065,-inf
sefa_random_raw,SEFA,0,S5,5,4000,1,1,1822,0.0005499770460079937,16.032930845225035,-inf
sefa_random_raw,SEFA,0,S5,5,4000,2,2,1822,0.0004897303478282873,14.276619099890231,-inf
sefa_random_raw,SEFA,0,S5,5,4000,3,3,1822,0.0004349058524847543,12.678375411635557,-inf
sefa_random_raw,SEFA,0,S5,5,4000,4,4,1822,0.0005957645366245702,17.367727771679473,-inf
sefa_random_raw,SEFA,0,S5,5,4000,5,5,1822,0.00104701230599057,30.522502744237098,-inf
sefa_random_raw,SEFA,0,S5,5,4000,6,6,1822,0.0002830841730718948,8.252469813391876,-inf
sefa_random_raw,SEFA,0,S5,5,4000,7,7,1822,0.000554194314880573,16.155872667398466,-inf
sefa_random_raw,SEFA,0,S5,5,4000,8,8,1822,0.0006969789895664769,20.318331503841936,-inf
sefa_random_raw,SEFA,0,S5,5,4000,9,9,1822,0.0007867465698542389,22.935236004390774,-inf
sefa_random_raw,SEFA,0,S5,5,4000,10,a,1822,0.0006517939659316972,19.001097694840837,-inf
sefa_random_raw,SEFA,0,S5,5,4000,11,b,1822,0.0009060350322500577,26.412733260153683,-inf
sefa_random_raw,SEFA,0,S5,5,4000,12,c,1822,0.00045960699873843423,13.398463227222834,-inf
sefa_random_raw,SEFA,0,S5,5,4000,13,d,1822,0.0003861060269591927,11.255762897914385,-inf
sefa_random_raw,SEFA,0,S5,5,4000,14,e,1822,0.0013615000704886367,39.690450054884735,-inf
sefa_random_raw,SEFA,0,S5,5,4000,15,f,1822,0.0007319220745107065,21.336992316136115,-inf
sefa_random_raw,SEFA,0,S5,5,6000,0,0,2744,0.00046988287193261305,20.629737609329442,-inf
sefa_random_raw,SEFA,0,S5,5,6000,1,1,2744,0.00045846118539044124,20.128279883381932,-inf
sefa_random_raw,SEFA,0,S5,5,6000,2,2,2744,0.00026854244404967315,11.79008746355685,-inf
sefa_random_raw,SEFA,0,S5,5,6000,3,3,2744,0.0003036043655279686,13.329446064139933,-inf
sefa_random_raw,SEFA,0,S5,5,6000,4,4,2744,0.0003131667077493222,13.749271137026241,-inf
sefa_random_raw,SEFA,0,S5,5,6000,5,5,2744,0.0004632423565011179,20.33819241982508,-inf
sefa_random_raw,SEFA,0,S5,5,6000,6,6,2744,0.0002741204770121293,12.034985422740526,-inf
sefa_random_raw,SEFA,0,S5,5,6000,7,7,2744,0.000472539078105211,20.746355685131185,-inf
