pipeline,attack_type,key_id,target_sbox,target_sbox_index,key_guess,key_guess_hex,effective_sample_count,ineffective_sample_count,sei_effective_component,sei_ineffective_component,shfa_sei_joint,shfa_sei_joint_equivalent,alternative_sei_sum,alternative_sei_product
shfa_random_raw,SHFA,1,S0,0,8,8,3232,1998,0.00020371777276737582,0.0002940252564877188,3.1168837498832455e-05,3.116883749883245e-05,0.0004977430292550946,5.98981703890345e-08
shfa_random_raw,SHFA,1,S0,0,9,9,3232,1998,0.00047617114743652583,0.0005991351712072434,6.74919357971789e-05,6.74919357971789e-05,0.0010753063186437692,2.8529088194333244e-07
shfa_random_raw,SHFA,1,S0,0,10,a,3232,1998,0.0003189791442015491,0.00041727162598033455,4.614877408252253e-05,4.614877408252253e-05,0.0007362507701818837,1.33100946154796e-07
shfa_random_raw,SHFA,1,S0,0,11,b,3232,1998,0.0003383170154886778,0.00032709135561988397,4.169868376551057e-05,4.1698683765510574e-05,0.0006654083711085618,1.106605712254649e-07
shfa_random_raw,SHFA,1,S0,0,12,c,3232,1998,0.00045721620429369707,0.00031356431506581676,4.8317149145905965e-05,4.831714914590596e-05,0.0007707805193595138,1.4336668593634567e-07
shfa_random_raw,SHFA,1,S0,0,13,d,3232,1998,0.0005041249019703953,0.0005705780855931008,6.745657934418459e-05,6.745657934418459e-05,0.0010747029875634961,2.876426214660778e-07
shfa_random_raw,SHFA,1,S0,0,14,e,3232,1998,0.0004409417581609651,0.0006647663679695713,6.93998811342173e-05,6.93998811342173e-05,0.0011057081261305363,2.931232510587818e-07
shfa_random_raw,SHFA,1,S0,0,15,f,3232,1998,0.0004219868150181355,0.0007845057269481696,7.573683494597241e-05,7.573683494597242e-05,0.0012064925419663051,3.3105107307834517e-07
shfa_random_raw,SHFA,1,S5,5,0,0,3657,1489,0.000144907160341953,0.0008573900567447603,6.27678180263479e-05,6.276781802634789e-05,0.0010022972170867133,1.2424195842830919e-07
shfa_random_raw,SHFA,1,S5,5,1,1,3657,1489,0.00041783192455551984,0.0004667934226413444,5.54841253939561e-05,5.548412539395611e-05,0.0008846253471968642,1.9504119415209111e-07
shfa_random_raw,SHFA,1,S5,5,2,2,3657,1489,0.00023089715454622744,0.0003892153382697652,3.884689951511177e-05,3.884689951511178e-05,0.0006201124928159927,8.986871411223617e-08
shfa_random_raw,SHFA,1,S5,5,3,3,3657,1489,0.0002404682147707031,0.0005173093845577214,4.748549642221525e-05,4.748549642221525e-05,0.0007577775993284244,1.243964641887264e-07
shfa_random_raw,SHFA,1,S5,5,4,4,3657,1489,0.00041828056800354187,0.0006769759070434136,6.873669555735755e-05,6.873669555735755e-05,0.0010952564750469555,2.83165866922832e-07
shfa_random_raw,SHFA,1,S5,5,5,5,3657,1489,0.0005380683686254962,0.0012380639126146021,0.00011167443060722078,0.00011167443060722078,0.0017761322812400982,6.661630297146378e-07
shfa_random_raw,SHFA,1,S5,5,6,6,3657,1489,0.000416934637659475,0.0009340660703678328,8.482698875030557e-05,8.482698875030555e-05,0.0013510007080273078,3.8944449859882205e-07
shfa_random_raw,SHFA,1,S5,5,7,7,3657,1489,0.0003912124133061965,0.0009015915234215902,8.115295984118082e-05,8.115295984118085e-05,0.0012928039367277868,3.527137956941705e-07
shfa_random_raw,SHFA,1,S5,5,8,8,3657,1489,0.00025392751821137207,0.00023856952326914042,3.084164445949664e-05,3.084164445949664e-05,0.0004924970414805125,6.0579366964603e-08
shfa_random_raw,SHFA,1,S5,5,9,9,3657,1489,0.00016016103757471122,0.000736512576444858,5.616006149465331e-05,5.6160061494653314e-05,0.0008966736140195693,1.1796061843023228e-07
shfa_random_raw,SHFA,1,S5,5,10,a,3657,1489,0.0002480951533870825,0.000288183414437011,3.3588907397414197e-05,3.35889073974142e-05,0.0005362785678240935,7.14969084083634e-08
shfa_random_raw,SHFA,1,S5,5,11,b,3657,1489,0.00023014941546619025,0.0004604789274017975,4.327025038522526e-05,4.327025038522526e-05,0.0006906283428679878,1.0597895597602195e-07
shfa_random_raw,SHFA,1,S5,5,12,c,3657,1489,0.00037236938848925975,0.0005389590825218833,5.715872130217584e-05,5.715872130217585e-05,0.000911328471011143,2.0069186397940616e-07
shfa_random_raw,SHFA,1,S5,5,13,d,3657,1489,0.0004137941335233189,0.0005064845355756407,5.772699714822646e-05,5.772699714822646e-05,0.0009202786690989596,2.095803295414828e-07
shfa_random_raw,SHFA,1,S5,5,14,e,3657,1489,0.0004532747569492815,0.000481226554617452,5.862445982250261e-05,5.862445982250261e-05,0.0009345013115667335,2.1812784958176572e-07
shfa_random_raw,SHFA,1,S5,5,15,f,3657,1489,0.00035995691976064263,0.0004505561491682231,5.081924761168791e-05,5.0819247611687924e-05,0.0008105130689288658,1.621808036338102e-07
shfa_random_threshold,SHFA,0,S0,0,0,0,316,91,0.0027139080275596856,0.013457010022944088,0.0010472034656847048,0.001047203465684705,0.016170918050503774,3.652108752821911e-05
